# https://wikirate.org/Fashion_Revolution+Fashion_Transparency_Index_2025+Input_Answer.csv?filter%5Bcompany_name%5D=&filter%5Bmetric_type%5D=Researched
"# Wikirate.org, licensed under CC BY 4.0 (https://creativecommons.org/licenses/by/4.0). See https://wikirate.org/Attribution_Guide."
# 2026-07-19 02:26:43 UTC
#
Answer Page,Metric,Company,Year,Value,Source Page
https://wikirate.org/~22287735,Fashion Revolution+Discloses name of parent company for each manufacturing facility,"Fanatics, Inc",2025,Yes,https://wikirate.org/~22260522
https://wikirate.org/~22287739,Fashion Revolution+Discloses address of manufacturing facilities,"Fanatics, Inc",2025,Yes,https://wikirate.org/~22260522
https://wikirate.org/~22287743,Fashion Revolution+Discloses type of products or services (manufacturing facilities),"Fanatics, Inc",2025,Yes,https://wikirate.org/~22260522
https://wikirate.org/~22287747,Fashion Revolution+Publicly available list of manufacturing facilities in open data format,"Fanatics, Inc",2025,Yes,https://wikirate.org/~22260522
https://wikirate.org/~22287751,Fashion Revolution+List of Manufacturing facilities contributed to Open Supply Hub,"Fanatics, Inc",2025,Yes,https://wikirate.org/~22260522
https://wikirate.org/~22287756,Fashion Revolution+Proportion of the supply chain that the brand directly owns or controls at finished product manufacturing factories,"Fanatics, Inc",2025,Yes,https://wikirate.org/~22256646
https://wikirate.org/~22285260,Fashion Revolution+Supplier Incentives to Improve Environmental Impacts,Dressmann,2025,Yes,https://wikirate.org/~22256363
https://wikirate.org/~22285275,Fashion Revolution+Discloses manufacturing facilities (specific location),Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285283,Fashion Revolution+Discloses name of parent company for each manufacturing facility,Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285287,Fashion Revolution+Discloses address of manufacturing facilities,Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285291,Fashion Revolution+Discloses type of products or services (manufacturing facilities),Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285295,Fashion Revolution+Publicly available list of manufacturing facilities in open data format,Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285299,Fashion Revolution+List of Manufacturing facilities contributed to Open Supply Hub,Dressmann,2025,Yes,https://wikirate.org/~22260598
https://wikirate.org/~22285304,Fashion Revolution+Proportion of the supply chain that the brand directly owns or controls at finished product manufacturing factories,Dressmann,2025,Yes,https://wikirate.org/~22256368
https://wikirate.org/~22285316,Fashion Revolution+Discloses processing facilities (specific location),Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285320,Fashion Revolution+Discloses name of parent company for each processing facility,Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285324,Fashion Revolution+Discloses address of processing facilities,Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285328,Fashion Revolution+Discloses type of products or services (processing facilities),Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285332,Fashion Revolution+Publicly available list of processing facilities in open data format,Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285336,Fashion Revolution+List of Processing facilities contributed to Open Supply Hub,Dressmann,2025,Yes,https://wikirate.org/~22260598
https://wikirate.org/~22285341,Fashion Revolution+Proportion of the supply chain that the brand directly owns or controls at intermediate material processing & material manufacturing level,Dressmann,2025,Yes,https://wikirate.org/~22256368
https://wikirate.org/~22285346,Fashion Revolution+Discloses raw material facilities,Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285350,Fashion Revolution+Discloses name of parent company of each raw material facility,Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285354,Fashion Revolution+Discloses address of raw material facilities,Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285358,"Fashion Revolution+Discloses the specific raw material fiber, products or services (raw material facilities)",Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285362,Fashion Revolution+Publicly available list of raw material facilities in open data format,Dressmann,2025,Yes,https://wikirate.org/~22256353
https://wikirate.org/~22285419,Fashion Revolution+Target to phase-out combustion of coal on-site at material processing/manufacturing facilities,Dressmann,2025,Yes,https://wikirate.org/~22259371
https://wikirate.org/~22285439,Fashion Revolution+Annual carbon footprint or GHG emissions in Scopes 1&2,Dressmann,2025,Yes,https://wikirate.org/~22256368
https://wikirate.org/~22285445,Fashion Revolution+Annual value chain/scope 3 carbon footprint,Dressmann,2025,Yes,https://wikirate.org/~22256363
https://wikirate.org/~22285455,Fashion Revolution+Disclose what energy is used in the company's owned and operated facilities,Dressmann,2025,Yes,https://wikirate.org/~22256363
https://wikirate.org/~22285461,Fashion Revolution+Disclose what energy is used in the supply chain,Dressmann,2025,Yes,https://wikirate.org/~22256363
https://wikirate.org/~22285486,Fashion Revolution+Disclose how the company sources energy for its own facilities,Dressmann,2025,Yes,https://wikirate.org/~22256363
https://wikirate.org/~22285548,"Fashion Revolution+Discloses number or % of supplier facilities that have independent, democratically elected trade unions",Dressmann,2025,Yes,https://wikirate.org/~22256368
https://wikirate.org/~22285612,Fashion Revolution+Commitment on State-Imposed Forced Labour in Supply Chain (Renewable Energy),Dressmann,2025,Yes,https://wikirate.org/~22258406
https://wikirate.org/~22323884,Fashion Revolution+Discloses Carbon Pricing,TJ Maxx,2025,Yes,https://wikirate.org/~22257457
https://wikirate.org/~22324051,Fashion Revolution+Annual carbon footprint or GHG emissions in Scopes 1&2,TJ Maxx,2025,Yes,https://wikirate.org/~22257461
https://wikirate.org/~22324066,Fashion Revolution+Disclose what energy is used in the company's owned and operated facilities,TJ Maxx,2025,Yes,https://wikirate.org/~22257461
https://wikirate.org/~22324096,Fashion Revolution+Disclose how the company sources energy for its own facilities,TJ Maxx,2025,Yes,https://wikirate.org/~22257461
https://wikirate.org/~22324110,Fashion Revolution+Discloses Details on Climate-Related Risks,TJ Maxx,2025,Yes,https://wikirate.org/~22257457
https://wikirate.org/~22271966,Fashion Revolution+Discloses manufacturing facilities (specific location),Big W,2025,Yes,https://wikirate.org/~22257542
https://wikirate.org/~22271970,Fashion Revolution+Discloses name of parent company for each manufacturing facility,Big W,2025,Yes,https://wikirate.org/~22257542
https://wikirate.org/~22271974,Fashion Revolution+Discloses address of manufacturing facilities,Big W,2025,Yes,https://wikirate.org/~22257542
https://wikirate.org/~22272063,Fashion Revolution+Decarbonisation Commitment,Big W,2025,Yes,https://wikirate.org/~22257546
https://wikirate.org/~22272073,Fashion Revolution+Long-term (2040-2050) science-based targets,Big W,2025,Yes,https://wikirate.org/~22257546
https://wikirate.org/~22272131,Fashion Revolution+Annual carbon footprint or GHG emissions in Scopes 1&2,Big W,2025,Yes,https://wikirate.org/~22257538
https://wikirate.org/~22272137,Fashion Revolution+Annual value chain/scope 3 carbon footprint,Big W,2025,Yes,https://wikirate.org/~22257538
https://wikirate.org/~22272147,Fashion Revolution+Disclose what energy is used in the company's owned and operated facilities,Big W,2025,Yes,https://wikirate.org/~22257538
https://wikirate.org/~22272434,Fashion Revolution+Decarbonisation Commitment,Bonprix,2025,Yes,https://wikirate.org/~22257248
https://wikirate.org/~22272467,Fashion Revolution+Strategy or efforts to electrify supply chain manufacturing processes,Bonprix,2025,Yes,https://wikirate.org/~22255800
https://wikirate.org/~22272559,Fashion Revolution+Discloses Details on Climate-Related Risks,Bonprix,2025,Yes,https://wikirate.org/~22258937
https://wikirate.org/~22264936,Fashion Revolution+Supplier Incentives to Improve Environmental Impacts,George (brand),2025,Yes,https://wikirate.org/~22255403
https://wikirate.org/~22264947,Fashion Revolution+Discloses manufacturing facilities (specific location),George (brand),2025,Yes,https://wikirate.org/~22255408
https://wikirate.org/~22264951,Fashion Revolution+Discloses name of parent company for each manufacturing facility,George (brand),2025,Yes,https://wikirate.org/~22255408
https://wikirate.org/~22264957,Fashion Revolution+Discloses address of manufacturing facilities,George (brand),2025,Yes,https://wikirate.org/~22255408
https://wikirate.org/~22264961,Fashion Revolution+Discloses type of products or services (manufacturing facilities),George (brand),2025,Yes,https://wikirate.org/~22255408
https://wikirate.org/~22264965,Fashion Revolution+Publicly available list of manufacturing facilities in open data format,George (brand),2025,Yes,https://wikirate.org/~22255408
https://wikirate.org/~22264969,Fashion Revolution+List of Manufacturing facilities contributed to Open Supply Hub,George (brand),2025,Yes,https://wikirate.org/~22255408
https://wikirate.org/~22264983,Fashion Revolution+Discloses processing facilities (specific location),George (brand),2025,Yes,https://wikirate.org/~22255408
https://wikirate.org/~22264987,Fashion Revolution+Discloses name of parent company for each processing facility,George (brand),2025,Yes,https://wikirate.org/~22255408
https://wikirate.org/~22264991,Fashion Revolution+Discloses address of processing facilities,George (brand),2025,Yes,https://wikirate.org/~22255408
https://wikirate.org/~22264995,Fashion Revolution+Discloses type of products or services (processing facilities),George (brand),2025,Yes,https://wikirate.org/~22255408
https://wikirate.org/~22264999,Fashion Revolution+Publicly available list of processing facilities in open data format,George (brand),2025,Yes,https://wikirate.org/~22255408
https://wikirate.org/~22265003,Fashion Revolution+List of Processing facilities contributed to Open Supply Hub,George (brand),2025,Yes,https://wikirate.org/~22255408
https://wikirate.org/~22265117,Fashion Revolution+Annual carbon footprint or GHG emissions in Scopes 1&2,George (brand),2025,Yes,https://wikirate.org/~22255125
https://wikirate.org/~22265123,Fashion Revolution+Annual value chain/scope 3 carbon footprint,George (brand),2025,Yes,https://wikirate.org/~22255399
https://wikirate.org/~22265177,Fashion Revolution+Discloses Details on Climate-Related Risks,George (brand),2025,Yes,https://wikirate.org/~22257660
https://wikirate.org/~22327123,Fashion Revolution+Supplier Incentives to Improve Environmental Impacts,UGG,2025,Yes,https://wikirate.org/~22258582
https://wikirate.org/~22327132,Fashion Revolution+Discloses manufacturing facilities (specific location),UGG,2025,Yes,https://wikirate.org/~22256604
https://wikirate.org/~22327145,Fashion Revolution+Discloses name of parent company for each manufacturing facility,UGG,2025,Yes,https://wikirate.org/~22256604
https://wikirate.org/~22327150,Fashion Revolution+Discloses address of manufacturing facilities,UGG,2025,Yes,https://wikirate.org/~22256604
https://wikirate.org/~22327155,Fashion Revolution+Discloses type of products or services (manufacturing facilities),UGG,2025,Yes,https://wikirate.org/~22256604
https://wikirate.org/~22327160,Fashion Revolution+Publicly available list of manufacturing facilities in open data format,UGG,2025,Yes,https://wikirate.org/~22258582
https://wikirate.org/~22327165,Fashion Revolution+List of Manufacturing facilities contributed to Open Supply Hub,UGG,2025,Yes,https://wikirate.org/~22255745
https://wikirate.org/~22327180,Fashion Revolution+Discloses processing facilities (specific location),UGG,2025,Yes,https://wikirate.org/~22255745
https://wikirate.org/~22327185,Fashion Revolution+Discloses name of parent company for each processing facility,UGG,2025,Yes,https://wikirate.org/~22255745
https://wikirate.org/~22327190,Fashion Revolution+Discloses address of processing facilities,UGG,2025,Yes,https://wikirate.org/~22255745
https://wikirate.org/~22327197,Fashion Revolution+Discloses type of products or services (processing facilities),UGG,2025,Yes,https://wikirate.org/~22255745
https://wikirate.org/~22327202,Fashion Revolution+Publicly available list of processing facilities in open data format,UGG,2025,Yes,https://wikirate.org/~22258582
https://wikirate.org/~22327207,Fashion Revolution+List of Processing facilities contributed to Open Supply Hub,UGG,2025,Yes,https://wikirate.org/~22255745
https://wikirate.org/~22327249,Fashion Revolution+Decarbonisation Commitment,UGG,2025,Yes,https://wikirate.org/~22258577
https://wikirate.org/~22327316,Fashion Revolution+Annual carbon footprint or GHG emissions in Scopes 1&2,UGG,2025,Yes,https://wikirate.org/~22258577
https://wikirate.org/~22327322,Fashion Revolution+Annual value chain/scope 3 carbon footprint,UGG,2025,Yes,https://wikirate.org/~22258577
https://wikirate.org/~22327338,Fashion Revolution+Disclose what energy is used in the supply chain,UGG,2025,Yes,https://wikirate.org/~22255745
https://wikirate.org/~22327363,Fashion Revolution+Disclose how the company sources energy for its own facilities,UGG,2025,Yes,https://wikirate.org/~22256599
https://wikirate.org/~22327379,Fashion Revolution+Discloses Details on Climate-Related Risks,UGG,2025,Yes,https://wikirate.org/~22258582
https://wikirate.org/~22327428,"Fashion Revolution+Discloses number or % of supplier facilities that have independent, democratically elected trade unions",UGG,2025,Yes,https://wikirate.org/~22255745
https://wikirate.org/~22289658,Fashion Revolution+Annual carbon footprint or GHG emissions in Scopes 1&2,Foschini,2025,Yes,https://wikirate.org/~22256322
https://wikirate.org/~22289664,Fashion Revolution+Annual value chain/scope 3 carbon footprint,Foschini,2025,Yes,https://wikirate.org/~22256322
https://wikirate.org/~22289716,Fashion Revolution+Discloses Details on Climate-Related Risks,Foschini,2025,Yes,https://wikirate.org/~22260594
https://wikirate.org/~22332730,Fashion Revolution+Decarbonisation Commitment,Marni,2025,Yes,https://wikirate.org/~22257227
https://wikirate.org/~22332741,Fashion Revolution+Decarbonisation Progress,Marni,2025,Yes,https://wikirate.org/~22255184
https://wikirate.org/~22332794,Fashion Revolution+Annual carbon footprint or GHG emissions in Scopes 1&2,Marni,2025,Yes,https://wikirate.org/~22258933
https://wikirate.org/~22332800,Fashion Revolution+Annual value chain/scope 3 carbon footprint,Marni,2025,Yes,https://wikirate.org/~22258933
https://wikirate.org/~22332810,Fashion Revolution+Disclose what energy is used in the company's owned and operated facilities,Marni,2025,Yes,https://wikirate.org/~22255184
https://wikirate.org/~22332840,Fashion Revolution+Disclose how the company sources energy for its own facilities,Marni,2025,Yes,https://wikirate.org/~22258933
https://wikirate.org/~22332854,Fashion Revolution+Discloses Details on Climate-Related Risks,Marni,2025,Yes,https://wikirate.org/~22258933
https://wikirate.org/~22303559,Fashion Revolution+Discloses manufacturing facilities (specific location),Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303573,Fashion Revolution+Discloses name of parent company for each manufacturing facility,Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303583,Fashion Revolution+Discloses address of manufacturing facilities,Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303593,Fashion Revolution+Discloses type of products or services (manufacturing facilities),Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303603,Fashion Revolution+Publicly available list of manufacturing facilities in open data format,Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303613,Fashion Revolution+List of Manufacturing facilities contributed to Open Supply Hub,Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303643,Fashion Revolution+Discloses processing facilities (specific location),Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303653,Fashion Revolution+Discloses name of parent company for each processing facility,Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303663,Fashion Revolution+Discloses address of processing facilities,Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303673,Fashion Revolution+Discloses type of products or services (processing facilities),Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303683,Fashion Revolution+Publicly available list of processing facilities in open data format,Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303693,Fashion Revolution+List of Processing facilities contributed to Open Supply Hub,Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303898,Fashion Revolution+Annual carbon footprint or GHG emissions in Scopes 1&2,Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303911,Fashion Revolution+Annual value chain/scope 3 carbon footprint,Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22303999,Fashion Revolution+Disclose how the company sources energy for its own facilities,Bloomingdale's,2025,Yes,https://wikirate.org/~22258807
https://wikirate.org/~22304028,Fashion Revolution+Discloses Details on Climate-Related Risks,Bloomingdale's,2025,Yes,https://wikirate.org/~22256159
https://wikirate.org/~22321250,Fashion Revolution+Supplier Incentives to Improve Environmental Impacts,F&F,2025,Yes,https://wikirate.org/~22257428
https://wikirate.org/~22321262,Fashion Revolution+Discloses manufacturing facilities (specific location),F&F,2025,Yes,https://wikirate.org/~22259065
https://wikirate.org/~22321267,Fashion Revolution+Discloses name of parent company for each manufacturing facility,F&F,2025,Yes,https://wikirate.org/~22259049
https://wikirate.org/~22321276,Fashion Revolution+Discloses address of manufacturing facilities,F&F,2025,Yes,https://wikirate.org/~22257424
https://wikirate.org/~22321284,Fashion Revolution+Discloses type of products or services (manufacturing facilities),F&F,2025,Yes,https://wikirate.org/~22257424
https://wikirate.org/~22321288,Fashion Revolution+Publicly available list of manufacturing facilities in open data format,F&F,2025,Yes,https://wikirate.org/~22259049
https://wikirate.org/~22321293,Fashion Revolution+List of Manufacturing facilities contributed to Open Supply Hub,F&F,2025,Yes,https://wikirate.org/~22259049
https://wikirate.org/~22321299,Fashion Revolution+Proportion of the supply chain that the brand directly owns or controls at finished product manufacturing factories,F&F,2025,Yes,https://wikirate.org/~22257424
https://wikirate.org/~22321310,Fashion Revolution+Discloses processing facilities (specific location),F&F,2025,Yes,https://wikirate.org/~22257424
https://wikirate.org/~22321319,Fashion Revolution+Discloses address of processing facilities,F&F,2025,Yes,https://wikirate.org/~22257424
https://wikirate.org/~22321324,Fashion Revolution+Discloses type of products or services (processing facilities),F&F,2025,Yes,https://wikirate.org/~22257424
https://wikirate.org/~22321329,Fashion Revolution+Publicly available list of processing facilities in open data format,F&F,2025,Yes,https://wikirate.org/~22260309
https://wikirate.org/~22321333,Fashion Revolution+List of Processing facilities contributed to Open Supply Hub,F&F,2025,Yes,https://wikirate.org/~22260309
https://wikirate.org/~22321342,Fashion Revolution+Discloses raw material facilities,F&F,2025,Yes,https://wikirate.org/~22257424
https://wikirate.org/~22321347,Fashion Revolution+Discloses name of parent company of each raw material facility,F&F,2025,Yes,https://wikirate.org/~22257424
https://wikirate.org/~22321352,Fashion Revolution+Discloses address of raw material facilities,F&F,2025,Yes,https://wikirate.org/~22257424
https://wikirate.org/~22321357,"Fashion Revolution+Discloses the specific raw material fiber, products or services (raw material facilities)",F&F,2025,Yes,https://wikirate.org/~22257424
https://wikirate.org/~22321362,Fashion Revolution+Publicly available list of raw material facilities in open data format,F&F,2025,Yes,https://wikirate.org/~22260309
https://wikirate.org/~22321366,Fashion Revolution+List of raw material facilities contributed to Open Supply Hub,F&F,2025,Yes,https://wikirate.org/~22260309
